station_id,station_name,measured_at,parameter,value,text_value,unit,fetched_at
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T14:39:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,NO2,53.7,,µg/m³,2026-09-21T14:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,O3,33.0,,µg/m³,2026-09-21T14:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,CO,298.6,,µg/m³,2026-09-21T14:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,SO2,5.5,,µg/m³,2026-09-21T14:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,PM10,9.1,,µg/m³,2026-09-21T14:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,PM2.5,5.4,,µg/m³,2026-09-21T14:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,Temperatura,18.9,,°C,2026-09-21T14:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,Vlažnost,56.5,,%,2026-09-21T14:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,Buka,68.5,,dB,2026-09-21T14:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T14:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T14:39:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T14:00,CH3SH,5.7,,µg/m³,2026-09-21T14:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T14:00,SO2,4.9,,µg/m³,2026-09-21T14:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T14:00,NH3,6.9,,µg/m³,2026-09-21T14:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T14:00,H2S,0.3,,µg/m³,2026-09-21T14:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T14:00,Temperatura,18.5,,°C,2026-09-21T14:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T14:00,Vlažnost,58.7,,%,2026-09-21T14:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T14:00,Vjetar,,,,2026-09-21T14:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T14:00,Oborine,0.0,,mm,2026-09-21T14:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T14:00,EAQI kategorija,,Dobro,,2026-09-21T14:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,NO2,13.6,,µg/m³,2026-09-21T15:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,O3,75.2,,µg/m³,2026-09-21T15:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,CO,92.9,,µg/m³,2026-09-21T15:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,SO2,3.9,,µg/m³,2026-09-21T15:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,PM10,10.2,,µg/m³,2026-09-21T15:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,PM2.5,5.1,,µg/m³,2026-09-21T15:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,Temperatura,23.0,,°C,2026-09-21T15:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,Vlažnost,46.0,,%,2026-09-21T15:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,Buka,62.0,,dB,2026-09-21T15:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T15:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T15:39:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,NO2,53.0,,µg/m³,2026-09-21T15:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,O3,36.5,,µg/m³,2026-09-21T15:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,CO,265.2,,µg/m³,2026-09-21T15:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,SO2,5.4,,µg/m³,2026-09-21T15:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,PM10,9.0,,µg/m³,2026-09-21T15:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,PM2.5,5.3,,µg/m³,2026-09-21T15:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,Temperatura,19.8,,°C,2026-09-21T15:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,Vlažnost,52.9,,%,2026-09-21T15:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,Buka,68.9,,dB,2026-09-21T15:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T15:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T15:39:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T15:00,CH3SH,5.0,,µg/m³,2026-09-21T15:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T15:00,SO2,5.0,,µg/m³,2026-09-21T15:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T15:00,NH3,6.7,,µg/m³,2026-09-21T15:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T15:00,H2S,0.0,,µg/m³,2026-09-21T15:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T15:00,Temperatura,19.3,,°C,2026-09-21T15:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T15:00,Vlažnost,55.1,,%,2026-09-21T15:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T15:00,Vjetar,,,,2026-09-21T15:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T15:00,Oborine,0.0,,mm,2026-09-21T15:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T15:00,EAQI kategorija,,Dobro,,2026-09-21T15:39:04+02:00
